1;1;451976.000000000000000;5884802.000000000000000;-5.347000000000000
2;2;451978.000000000000000;5884802.000000000000000;-4.958000000000000
3;3;451980.000000000000000;5884802.000000000000000;-4.527000000000000
4;4;451972.000000000000000;5884804.000000000000000;-6.119000000000000
5;5;451974.000000000000000;5884804.000000000000000;-5.738000000000000
6;6;451976.000000000000000;5884804.000000000000000;-5.330000000000000
7;7;451978.000000000000000;5884804.000000000000000;-4.953000000000000
8;8;451980.000000000000000;5884804.000000000000000;-4.601000000000000
9;9;451968.000000000000000;5884806.000000000000000;-7.098000000000000
10;10;451970.000000000000000;5884806.000000000000000;-6.552000000000000
11;11;451972.000000000000000;5884806.000000000000000;-6.129000000000000
12;12;451974.000000000000000;5884806.000000000000000;-5.747000000000000
13;13;451976.000000000000000;5884806.000000000000000;-5.395000000000000
14;14;451978.000000000000000;5884806.000000000000000;-5.043000000000000
15;15;451980.000000000000000;5884806.000000000000000;-4.691000000000000
16;16;451966.000000000000000;5884808.000000000000000;-7.530000000000000
17;17;451968.000000000000000;5884808.000000000000000;-6.984000000000000
18;18;451970.000000000000000;5884808.000000000000000;-6.541000000000000
19;19;451972.000000000000000;5884808.000000000000000;-6.189000000000000
20;20;451974.000000000000000;5884808.000000000000000;-5.837000000000000
21;21;451976.000000000000000;5884808.000000000000000;-5.485000000000000
22;22;451978.000000000000000;5884808.000000000000000;-5.133000000000000
23;23;451980.000000000000000;5884808.000000000000000;-4.781000000000000
24;24;451962.000000000000000;5884810.000000000000000;-8.507999999999999
25;25;451964.000000000000000;5884810.000000000000000;-7.976000000000000
26;26;451966.000000000000000;5884810.000000000000000;-7.506000000000000
27;27;451968.000000000000000;5884810.000000000000000;-7.036000000000000
28;28;451970.000000000000000;5884810.000000000000000;-6.631000000000000
29;29;451972.000000000000000;5884810.000000000000000;-6.279000000000000
30;30;451974.000000000000000;5884810.000000000000000;-5.927000000000000
31;31;451976.000000000000000;5884810.000000000000000;-5.575000000000000
32;32;451978.000000000000000;5884810.000000000000000;-5.223000000000000
33;33;451960.000000000000000;5884812.000000000000000;-9.000000000000000
34;34;451962.000000000000000;5884812.000000000000000;-8.529999999999999
35;35;451964.000000000000000;5884812.000000000000000;-8.060000000000000
36;36;451966.000000000000000;5884812.000000000000000;-7.590000000000000
37;37;451968.000000000000000;5884812.000000000000000;-7.120000000000000
38;38;451970.000000000000000;5884812.000000000000000;-6.721000000000000
39;39;451972.000000000000000;5884812.000000000000000;-6.369000000000000
40;40;451974.000000000000000;5884812.000000000000000;-6.017000000000000
41;41;451976.000000000000000;5884812.000000000000000;-5.665000000000000
42;42;451978.000000000000000;5884812.000000000000000;-5.313000000000000
43;43;451956.000000000000000;5884814.000000000000000;-9.865000000000000
44;44;451958.000000000000000;5884814.000000000000000;-9.406000000000001
45;45;451960.000000000000000;5884814.000000000000000;-9.083000000000000
46;46;451962.000000000000000;5884814.000000000000000;-8.613000000000000
47;47;451964.000000000000000;5884814.000000000000000;-8.143000000000001
48;48;451966.000000000000000;5884814.000000000000000;-7.673000000000000
49;49;451968.000000000000000;5884814.000000000000000;-7.203000000000000
50;50;451970.000000000000000;5884814.000000000000000;-6.813000000000000
51;51;451972.000000000000000;5884814.000000000000000;-6.459000000000000
52;52;451974.000000000000000;5884814.000000000000000;-6.107000000000000
53;53;451976.000000000000000;5884814.000000000000000;-5.755000000000000
54;54;451978.000000000000000;5884814.000000000000000;-5.403000000000000
55;55;451952.000000000000000;5884816.000000000000000;-10.430000000000000
56;56;451954.000000000000000;5884816.000000000000000;-10.023999999999999
57;57;451956.000000000000000;5884816.000000000000000;-9.654999999999999
58;58;451958.000000000000000;5884816.000000000000000;-9.311000000000000
59;59;451960.000000000000000;5884816.000000000000000;-9.167000000000000
60;60;451962.000000000000000;5884816.000000000000000;-8.696999999999999
61;61;451964.000000000000000;5884816.000000000000000;-8.227000000000000
62;62;451966.000000000000000;5884816.000000000000000;-7.757000000000000
63;63;451968.000000000000000;5884816.000000000000000;-7.287000000000000
64;64;451970.000000000000000;5884816.000000000000000;-6.904000000000000
65;65;451972.000000000000000;5884816.000000000000000;-6.549000000000000
66;66;451974.000000000000000;5884816.000000000000000;-6.197000000000000
67;67;451976.000000000000000;5884816.000000000000000;-5.845000000000000
68;68;451950.000000000000000;5884818.000000000000000;-11.076000000000001
69;69;451952.000000000000000;5884818.000000000000000;-10.438000000000001
70;70;451954.000000000000000;5884818.000000000000000;-9.814000000000000
71;71;451956.000000000000000;5884818.000000000000000;-9.445000000000000
72;72;451958.000000000000000;5884818.000000000000000;-9.076000000000001
73;73;451960.000000000000000;5884818.000000000000000;-8.836000000000000
74;74;451962.000000000000000;5884818.000000000000000;-8.779999999999999
75;75;451964.000000000000000;5884818.000000000000000;-8.310000000000000
76;76;451966.000000000000000;5884818.000000000000000;-7.840000000000000
77;77;451968.000000000000000;5884818.000000000000000;-7.370000000000000
78;78;451970.000000000000000;5884818.000000000000000;-6.996000000000000
79;79;451972.000000000000000;5884818.000000000000000;-6.639000000000000
80;80;451974.000000000000000;5884818.000000000000000;-6.287000000000000
81;81;451976.000000000000000;5884818.000000000000000;-5.935000000000000
82;82;451946.000000000000000;5884820.000000000000000;-11.398000000000000
83;83;451948.000000000000000;5884820.000000000000000;-11.106999999999999
84;84;451950.000000000000000;5884820.000000000000000;-10.811000000000000
85;85;451952.000000000000000;5884820.000000000000000;-10.403000000000000
86;86;451954.000000000000000;5884820.000000000000000;-9.718999999999999
87;87;451956.000000000000000;5884820.000000000000000;-9.234999999999999
88;88;451958.000000000000000;5884820.000000000000000;-8.866000000000000
89;89;451960.000000000000000;5884820.000000000000000;-8.641000000000000
90;90;451962.000000000000000;5884820.000000000000000;-8.632000000000000
91;91;451964.000000000000000;5884820.000000000000000;-8.393000000000001
92;92;451966.000000000000000;5884820.000000000000000;-7.923000000000000
93;93;451968.000000000000000;5884820.000000000000000;-7.453000000000000
94;94;451970.000000000000000;5884820.000000000000000;-7.087000000000000
95;95;451972.000000000000000;5884820.000000000000000;-6.730000000000000
96;96;451974.000000000000000;5884820.000000000000000;-6.377000000000000
97;97;451976.000000000000000;5884820.000000000000000;-6.025000000000000
98;98;451944.000000000000000;5884822.000000000000000;-11.439000000000000
99;99;451946.000000000000000;5884822.000000000000000;-11.119000000000000
100;100;451948.000000000000000;5884822.000000000000000;-10.827999999999999
101;101;451950.000000000000000;5884822.000000000000000;-10.537000000000001
102;102;451952.000000000000000;5884822.000000000000000;-10.137000000000000
103;103;451954.000000000000000;5884822.000000000000000;-9.727000000000000
104;104;451956.000000000000000;5884822.000000000000000;-9.025000000000000
105;105;451958.000000000000000;5884822.000000000000000;-8.656000000000001
106;106;451960.000000000000000;5884822.000000000000000;-8.391000000000000
107;107;451962.000000000000000;5884822.000000000000000;-8.268000000000001
108;108;451964.000000000000000;5884822.000000000000000;-8.428000000000001
109;109;451966.000000000000000;5884822.000000000000000;-8.007000000000000
110;110;451968.000000000000000;5884822.000000000000000;-7.537000000000000
111;111;451970.000000000000000;5884822.000000000000000;-7.178000000000000
112;112;451972.000000000000000;5884822.000000000000000;-6.821000000000000
113;113;451974.000000000000000;5884822.000000000000000;-6.467000000000000
114;114;451940.000000000000000;5884824.000000000000000;-12.183999999999999
115;115;451942.000000000000000;5884824.000000000000000;-11.718999999999999
116;116;451944.000000000000000;5884824.000000000000000;-11.271000000000001
117;117;451946.000000000000000;5884824.000000000000000;-10.840000000000000
118;118;451948.000000000000000;5884824.000000000000000;-10.548999999999999
119;119;451950.000000000000000;5884824.000000000000000;-10.257999999999999
120;120;451952.000000000000000;5884824.000000000000000;-9.872000000000000
121;121;451954.000000000000000;5884824.000000000000000;-9.464000000000000
122;122;451956.000000000000000;5884824.000000000000000;-9.007999999999999
123;123;451958.000000000000000;5884824.000000000000000;-8.446000000000000
124;124;451960.000000000000000;5884824.000000000000000;-8.141000000000000
125;125;451962.000000000000000;5884824.000000000000000;-7.970000000000000
126;126;451964.000000000000000;5884824.000000000000000;-8.064000000000000
127;127;451966.000000000000000;5884824.000000000000000;-8.090000000000000
128;128;451968.000000000000000;5884824.000000000000000;-7.626000000000000
129;129;451970.000000000000000;5884824.000000000000000;-7.270000000000000
130;130;451972.000000000000000;5884824.000000000000000;-6.913000000000000
131;131;451974.000000000000000;5884824.000000000000000;-6.557000000000000
132;132;451938.000000000000000;5884826.000000000000000;-12.448000000000000
133;133;451940.000000000000000;5884826.000000000000000;-11.999000000000001
134;134;451942.000000000000000;5884826.000000000000000;-11.551000000000000
135;135;451944.000000000000000;5884826.000000000000000;-11.102000000000000
136;136;451946.000000000000000;5884826.000000000000000;-10.648000000000000
137;137;451948.000000000000000;5884826.000000000000000;-10.270000000000000
138;138;451950.000000000000000;5884826.000000000000000;-9.978999999999999
139;139;451952.000000000000000;5884826.000000000000000;-9.606000000000000
140;140;451954.000000000000000;5884826.000000000000000;-9.198000000000000
141;141;451956.000000000000000;5884826.000000000000000;-8.789999999999999
142;142;451958.000000000000000;5884826.000000000000000;-8.289999999999999
143;143;451960.000000000000000;5884826.000000000000000;-7.891000000000000
144;144;451962.000000000000000;5884826.000000000000000;-7.721000000000000
145;145;451964.000000000000000;5884826.000000000000000;-7.700000000000000
146;146;451966.000000000000000;5884826.000000000000000;-7.859000000000000
147;147;451968.000000000000000;5884826.000000000000000;-7.718000000000000
148;148;451970.000000000000000;5884826.000000000000000;-7.361000000000000
149;149;451972.000000000000000;5884826.000000000000000;-7.004000000000000
150;150;451974.000000000000000;5884826.000000000000000;-6.647000000000000
151;151;451934.000000000000000;5884828.000000000000000;-13.239000000000001
152;152;451936.000000000000000;5884828.000000000000000;-12.913000000000000
153;153;451938.000000000000000;5884828.000000000000000;-12.297000000000001
154;154;451940.000000000000000;5884828.000000000000000;-11.831000000000000
155;155;451942.000000000000000;5884828.000000000000000;-11.382000000000000
156;156;451944.000000000000000;5884828.000000000000000;-10.933000000000000
157;157;451946.000000000000000;5884828.000000000000000;-10.481000000000000
158;158;451948.000000000000000;5884828.000000000000000;-10.023999999999999
159;159;451950.000000000000000;5884828.000000000000000;-9.699999999999999
160;160;451952.000000000000000;5884828.000000000000000;-9.340999999999999
161;161;451954.000000000000000;5884828.000000000000000;-8.933000000000000
162;162;451956.000000000000000;5884828.000000000000000;-8.525000000000000
163;163;451958.000000000000000;5884828.000000000000000;-8.116000000000000
164;164;451960.000000000000000;5884828.000000000000000;-7.657000000000000
165;165;451962.000000000000000;5884828.000000000000000;-7.471000000000000
166;166;451964.000000000000000;5884828.000000000000000;-7.360000000000000
167;167;451966.000000000000000;5884828.000000000000000;-7.712000000000000
168;168;451968.000000000000000;5884828.000000000000000;-7.856000000000000
169;169;451970.000000000000000;5884828.000000000000000;-7.502000000000000
170;170;451972.000000000000000;5884828.000000000000000;-7.148000000000000
171;171;451974.000000000000000;5884828.000000000000000;-6.791000000000000
172;172;451932.000000000000000;5884830.000000000000000;-13.515000000000001
173;173;451934.000000000000000;5884830.000000000000000;-13.316000000000001
174;174;451936.000000000000000;5884830.000000000000000;-13.096000000000000
175;175;451938.000000000000000;5884830.000000000000000;-12.631000000000000
176;176;451940.000000000000000;5884830.000000000000000;-11.754000000000000
