452000;5884870;-6.195
452000;5884870;-6.195
452000;5884870;-6.195
452000;5884870;-6.195
452000;5884870;-6.195
452000;5884870;-6.195
452000;5884870;-6.195
452000;5884870;-6.195
452000;5884870;-6.195
452000;5884870;-6.195
452000;5884870;-6.195
452000;5884870;-6.195
452000;5884870;-6.195
452000;5884870;-6.195
452000;5884870;-6.195
452000;5884870;-6.195
452000;5884870;-6.195
452000;5884870;-6.195
452000;5884870;-6.195
452000;5884870;-6.195
452000.0;5884870.0;-6.195
451999.8454915029;5884870.475528258;-6.195
451999.69098300574;5884870.951056517;-6.3425
451999.6137287572;5884871.188820645;-6.3425
451999.4592202601;5884871.664348904;-6.616
451999.3819660115;5884871.9021130325;-6.616
451999.2274575144;5884872.37764129;-6.616
451999.0729490173;5884872.853169549;-6.7787500000000005
451998.9956947687;5884873.090933678;-6.7787500000000005
451998.8411862716;5884873.566461937;-6.9415
451998.763932023;5884873.804226065;-6.9415
451998.60942352586;5884874.279754324;-6.9415
451998.45491502876;5884874.755282582;-7.247
451998.30040653166;5884875.23081084;-7.247
451998.1458980345;5884875.706339098;-7.425
451998.1458980345;5884875.706339098;-7.425
451997.9913895374;5884876.181867356;-7.425
451997.83688104025;5884876.657395614;-7.603
451997.68237254315;5884877.132923872;-7.603
451997.45060979744;5884877.8462162595;-7.9239999999999995
451997.29610130034;5884878.321744518;-7.9239999999999995
451997.2188470518;5884878.559508647;-8.0935
451997.14159280324;5884878.797272776;-8.0935
451996.9870843061;5884879.272801034;-8.0935
451996.832575809;5884879.748329292;-8.263
451996.6780673118;5884880.223857551;-8.263
451996.5235588147;5884880.699385809;-8.29475
451996.44630456617;5884880.937149938;-8.567499999999999
451996.291796069;5884881.412678196;-8.567499999999999
451996.1372875719;5884881.888206454;-8.712
451995.9827790748;5884882.363734713;-8.712
451995.82827057765;5884882.839262971;-8.513
451995.7510163291;5884883.077027099;-8.513
451995.596507832;5884883.552555358;-8.314
451995.44199933484;5884884.028083616;-8.7635
451995.3647450863;5884884.265847745;-8.7635
451995.2102365892;5884884.741376003;-8.5045
451995.05572809203;5884885.216904261;-8.5045
451994.90121959493;5884885.69243252;-8.2455
451994.7467110978;5884886.167960778;-8.2455
451994.5922026007;5884886.643489036;-8.032
451994.36043985497;5884887.356781423;-8.496500000000001
451994.2831856064;5884887.5945455525;-8.318
451994.1286771093;5884888.07007381;-8.318
451993.97416861216;5884888.545602068;-8.2325
451993.81966011506;5884889.021130327;-8.2325
451993.6651516179;5884889.496658585;-8.2325
451993.5106431208;5884889.972186843;-8.147
451993.43338887225;5884890.209950972;-8.579
451993.2788803751;5884890.68547923;-8.34475
451993.20162612654;5884890.92324336;-8.34475
451993.04711762944;5884891.398771618;-8.34475
451992.8926091323;5884891.874299875;-8.1105
451992.8153548837;5884892.112064005;-8.1105
451992.6608463866;5884892.587592263;-8.0975
451992.50633788947;5884893.063120522;-8.0975
451992.35182939237;5884893.5386487795;-8.439
451992.2745751438;5884893.776412908;-8.439
451992.12006664666;5884894.251941167;-8.439
451991.96555814956;5884894.727469425;-8.775
451991.81104965246;5884895.202997683;-8.775
451991.6565411553;5884895.678525941;-9.111
451991.57928690675;5884895.91629007;-9.111
451991.42477840965;5884896.391818329;-9.3205
451991.2702699125;5884896.867346587;-9.4235
451991.1157614154;5884897.342874845;-9.4235
451990.96125291823;5884897.818403102;-9.5265
451990.80674442113;5884898.293931361;-9.5265
451990.7294901726;5884898.53169549;-9.67
451990.65223592403;5884898.769459619;-9.67
451990.4977274269;5884899.244987877;-9.880500000000001
451990.3432189298;5884899.720516136;-10.076
451990.1887104326;5884900.196044394;-10.076
451990.0342019355;5884900.671572652;-10.3255
451989.8796934384;5884901.14710091;-10.3255
451989.72518494126;5884901.622629168;-10.575
451989.57067644416;5884902.098157426;-10.575
451989.4934221956;5884902.335921556;-10.739999999999998
451989.33891369845;5884902.811449814;-10.97125
451989.18440520135;5884903.286978072;-10.97125
451989.1071509528;5884903.524742201;-11.2025
451988.95264245564;5884904.000270459;-11.2025
451988.8753882071;5884904.238034588;-11.2025
451988.79813395854;5884904.475798717;-11.2025
451988.6436254614;5884904.951326976;-11.33875
451988.41186271573;5884905.664619363;-11.475
451988.2573542186;5884906.140147621;-11.475
451988.18009997;5884906.37791175;-11.475
451988.0255914729;5884906.853440008;-11.626
451987.94833722437;5884907.091204138;-11.626
451987.71657447866;5884907.804496524;-11.777
451987.6393202301;5884908.042260653;-11.777
451987.48481173295;5884908.517788911;-11.9205
451987.4075574844;5884908.755553041;-11.9205
451987.17579473875;5884909.468845428;-11.9205
451987.09854049014;5884909.706609557;-12.072
451986.94403199304;5884910.182137815;-12.072
451986.78952349594;5884910.657666073;-12.22325
451986.55776075023;5884911.3709584605;-12.22325
451986.4805065017;5884911.60872259;-12.366
451986.40325225313;5884911.846486718;-12.366
451986.1714895074;5884912.559779106;-12.429
451985.9397267617;5884913.273071493;-12.429
451985.86247251317;5884913.510835622;-12.492
451985.70796401607;5884913.98636388;-12.492
451985.5534555189;5884914.461892139;-12.492
451985.5534555189;5884914.461892139;-12.492
451985.32169277326;5884915.175184526;-12.69875
451985.08993002755;5884915.888476913;-12.8605
451985.012675779;5884916.126241042;-12.8605
451984.85816728184;5884916.6017693;-13.01775
451984.70365878474;5884917.077297559;-13.01775
451984.54915028764;5884917.552825817;-13.175
451984.54915028764;5884917.552825817;-13.175
451984.3946417905;5884918.028354075;-13.256
451984.2401332934;5884918.503882333;-13.327
451984.16287904483;5884918.741646462;-13.327
451984.0083705477;5884919.21717472;-13.327
451983.8538620506;5884919.692702979;-13.398
