32452066.47	5884963.73	-4.590
32452066.43	5884963.75	-4.590
32452066.37	5884963.77	-4.600
32452066.32	5884963.79	-4.620
32452066.26	5884963.81	-4.780
32452066.21	5884963.83	-4.710
32452066.16	5884963.85	-4.700
32452066.10	5884963.88	-4.690
32452066.05	5884963.90	-4.700
32452066.00	5884963.92	-4.740
32452065.94	5884963.93	-4.730
32452065.89	5884963.95	-4.760
32452065.83	5884963.96	-4.780
32452065.77	5884963.97	-4.830
32452065.71	5884963.98	-4.870
32452065.64	5884964.00	-4.850
32452065.58	5884964.01	-4.910
32452065.52	5884964.03	-4.900
32452065.47	5884964.05	-4.900
32452065.41	5884964.07	-4.900
32452065.35	5884964.09	-4.900
32452065.29	5884964.10	-4.930
32452065.23	5884964.11	-5.000
32452065.17	5884964.12	-4.960
32452065.11	5884964.12	-5.220
32452065.04	5884964.13	-5.100
32452064.97	5884964.15	-5.130
32452064.91	5884964.18	-5.090
32452064.85	5884964.19	-5.100
32452064.79	5884964.21	-5.160
32452064.73	5884964.23	-5.110
32452064.66	5884964.24	-5.110
32452064.60	5884964.25	-5.100
32452064.53	5884964.27	-5.130
32452064.47	5884964.28	-5.220
32452064.40	5884964.30	-5.200
32452064.34	5884964.32	-5.460
32452064.27	5884964.34	-5.240
32452064.21	5884964.36	-5.240
32452064.15	5884964.38	-5.250
32452064.09	5884964.40	-5.270
32452064.02	5884964.41	-5.320
32452063.95	5884964.43	-5.320
32452063.88	5884964.45	-5.320
32452063.81	5884964.47	-5.430
32452063.75	5884964.49	-5.350
32452063.69	5884964.52	-5.350
32452063.62	5884964.54	-5.390
32452063.56	5884964.57	-5.400
32452063.49	5884964.59	-5.430
32452063.43	5884964.61	-5.450
32452063.36	5884964.63	-5.470
32452063.30	5884964.65	-5.460
32452063.23	5884964.68	-5.510
32452063.16	5884964.71	-5.600
32452063.11	5884964.74	-5.560
32452063.05	5884964.77	-5.690
32452062.98	5884964.80	-5.730
32452062.92	5884964.83	-5.710
32452062.86	5884964.85	-5.770
32452062.79	5884964.88	-5.690
32452062.73	5884964.91	-5.660
32452062.66	5884964.94	-5.680
32452062.60	5884964.98	-5.740
32452062.54	5884965.01	-5.720
32452062.48	5884965.04	-5.730
32452062.41	5884965.08	-5.790
32452062.36	5884965.11	-5.780
32452062.30	5884965.14	-5.830
32452062.24	5884965.18	-5.820
32452062.18	5884965.21	-5.820
32452062.11	5884965.24	-5.850
32452062.05	5884965.28	-5.890
32452061.99	5884965.32	-5.930
32452061.93	5884965.36	-5.900
32452061.88	5884965.40	-5.890
32452061.82	5884965.43	-6.090
32452061.77	5884965.46	-5.940
32452061.71	5884965.50	-6.040
32452061.65	5884965.54	-6.010
32452061.59	5884965.58	-6.210
32452061.53	5884965.62	-6.210
32452061.46	5884965.66	-6.070
32452061.41	5884965.71	-6.280
32452061.35	5884965.75	-6.070
32452061.30	5884965.78	-6.060
32452061.25	5884965.82	-6.300
32452061.19	5884965.86	-6.210
32452061.13	5884965.88	-6.130
32452061.07	5884965.92	-6.160
32452061.01	5884965.96	-6.130
32452060.95	5884966.01	-6.140
32452060.90	5884966.05	-6.220
32452060.85	5884966.09	-6.240
32452060.79	5884966.14	-6.270
32452060.74	5884966.18	-6.270
32452060.69	5884966.22	-6.290
32452060.64	5884966.27	-6.240
32452060.58	5884966.31	-6.240
32452060.52	5884966.35	-6.250
32452060.46	5884966.39	-6.270
32452060.40	5884966.43	-6.440
32452060.35	5884966.48	-6.430
32452060.30	5884966.53	-6.340
32452060.24	5884966.57	-6.370
32452060.19	5884966.61	-6.390
32452060.14	5884966.66	-6.350
32452060.08	5884966.70	-6.380
32452060.03	5884966.75	-6.500
32452059.98	5884966.79	-6.480
32452059.93	5884966.84	-6.430
32452059.88	5884966.89	-6.430
32452059.82	5884966.93	-6.450
32452059.77	5884966.98	-6.530
32452059.72	5884967.03	-6.640
32452059.66	5884967.08	-6.510
32452059.62	5884967.13	-6.530
32452059.57	5884967.18	-6.530
32452059.52	5884967.23	-6.700
32452059.47	5884967.28	-6.650
32452059.42	5884967.32	-6.650
32452059.37	5884967.37	-6.910
32452059.31	5884967.42	-6.660
32452059.26	5884967.47	-6.660
32452059.21	5884967.52	-6.660
32452059.12	5884967.63	-6.760
32452059.07	5884967.68	-6.770
32452059.03	5884967.74	-6.870
32452058.98	5884967.79	-6.780
32452058.94	5884967.85	-6.790
32452058.90	5884967.90	-6.800
32452058.85	5884967.96	-6.840
32452058.81	5884968.01	-6.910
32452058.76	5884968.07	-6.910
32452058.71	5884968.13	-6.970
32452058.67	5884968.18	-6.910
32452058.63	5884968.23	-6.980
32452058.58	5884968.29	-6.930
32452058.54	5884968.34	-6.940
32452058.50	5884968.40	-6.980
32452058.46	5884968.46	-7.030
32452058.42	5884968.52	-7.030
32452058.38	5884968.58	-7.080
32452058.34	5884968.64	-7.100
32452058.30	5884968.69	-7.100
32452058.27	5884968.75	-7.300
32452058.23	5884968.81	-7.300
32452058.19	5884968.87	-7.330
32452058.16	5884968.92	-7.570
32452058.11	5884968.98	-7.500
32452058.07	5884969.04	-7.500
32452058.04	5884969.10	-7.710
32452058.00	5884969.16	-7.370
32452057.96	5884969.22	-7.690
32452057.93	5884969.28	-7.350
32452057.90	5884969.34	-7.610
32452057.86	5884969.40	-7.410
32452057.83	5884969.46	-7.860
32452057.80	5884969.52	-7.860
32452057.76	5884969.58	-7.860
32452057.73	5884969.65	-7.860
32452057.70	5884969.71	-7.670
32452057.66	5884969.76	-7.840
32452057.63	5884969.82	-7.980
32452057.60	5884969.88	-7.980
32452057.57	5884969.95	-7.910
32452057.54	5884970.00	-7.910
32452057.51	5884970.07	-7.720
32452057.48	5884970.13	-7.620
32452057.45	5884970.19	-7.610
32452057.42	5884970.26	-7.880
32452057.39	5884970.32	-7.880
32452057.36	5884970.38	-8.180
32452057.34	5884970.44	-8.070
32452057.31	5884970.51	-8.160
32452057.28	5884970.57	-7.850
32452057.26	5884970.63	-7.860
32452057.23	5884970.70	-8.020
32452057.20	5884970.76	-7.960
32452057.18	5884970.82	-7.890
32452057.15	5884970.88	-7.920
32452057.12	5884970.95	-7.900
32452057.09	5884971.01	-7.910
32452057.07	5884971.08	-8.000
32452057.05	5884971.14	-7.940
32452057.02	5884971.20	-7.970
32452057.00	5884971.27	-7.970
32452056.98	5884971.34	-8.040
32452056.95	5884971.40	-8.040
32452056.94	5884971.46	-8.040
32452056.92	5884971.53	-8.070
32452056.90	5884971.60	-8.120
32452056.88	5884971.66	-8.200
32452056.85	5884971.72	-8.180
32452056.84	5884971.79	-8.180
32452056.81	5884971.86	-8.300
32452056.80	5884971.92	-8.210
32452056.78	5884971.99	-8.220
32452056.76	5884972.06	-8.260
32452056.75	5884972.12	-8.260
32452056.73	5884972.19	-8.270
32452056.72	5884972.26	-8.340
32452056.70	5884972.33	-8.410
32452056.68	5884972.39	-8.440
32452056.67	5884972.46	-8.490
32452056.66	5884972.53	-8.400
32452056.64	5884972.60	-8.400
32452056.62	5884972.67	-8.410
32452056.61	5884972.74	-8.450
32452056.60	5884972.82	-8.720
32452056.59	5884972.88	-8.540
32452056.57	5884972.95	-8.620
32452056.56	5884973.02	-8.510
32452056.55	5884973.09	-8.900
32452056.53	5884973.17	-8.500
32452056.52	5884973.25	-8.500
32452056.50	5884973.32	-8.530
32452056.49	5884973.39	-8.610
32452056.48	5884973.46	-8.610
32452056.47	5884973.53	-8.630
32452056.45	5884973.60	-8.730
32452056.44	5884973.67	-8.750
32452056.43	5884973.75	-8.790
32452056.42	5884973.82	-8.840
32452056.40	5884973.89	-8.700
32452056.39	5884973.96	-8.780
32452056.37	5884974.03	-8.900
32452056.36	5884974.10	-8.880
32452056.35	5884974.17	-8.830
32452056.33	5884974.24	-8.820
32452056.31	5884974.31	-8.830
32452056.30	5884974.39	-8.800
32452056.28	5884974.45	-8.800
32452056.26	5884974.52	-8.820
32452056.25	5884974.59	-8.840
32452056.23	5884974.67	-8.860
32452056.21	5884974.73	-8.970
32452056.19	5884974.79	-8.960
32452056.17	5884974.86	-9.050
32452056.14	5884974.93	-9.020
32452056.12	5884975.00	-9.010
32452056.09	5884975.06	-9.030
32452056.07	5884975.13	-9.330
32452056.05	5884975.19	-8.990
32452056.02	5884975.26	-9.010
32452055.99	5884975.33	-9.030
32452055.96	5884975.39	-9.060
32452055.92	5884975.45	-9.330
32452055.89	5884975.52	-9.190
32452055.86	5884975.58	-9.200
32452055.83	5884975.64	-9.230
32452055.79	5884975.70	-9.280
32452055.75	5884975.75	-9.270
32452055.71	5884975.81	-9.200
32452055.67	5884975.86	-9.230
32452055.63	5884975.91	-9.240
32452055.59	5884975.97	-9.250
32452055.54	5884976.03	-9.310
32452055.51	5884976.08	-9.430
